time,ax,ay,az,atotal
3.297,-1.10,-0.13,-0.77,1.35
3.307,0.26,-0.58,-0.29,0.70
3.317,0.57,-0.12,0.54,0.80
3.327,0.66,-0.43,0.05,0.79
3.338,0.23,-0.12,0.03,0.26
3.348,-0.23,-0.00,-0.27,0.35
3.358,-0.45,-0.30,-0.15,0.56
3.368,0.67,0.54,0.68,1.10
3.378,1.56,0.83,0.13,1.78
3.388,0.41,0.42,-0.68,0.89
3.398,-0.23,0.78,0.38,0.90
3.408,-1.49,-0.32,-0.27,1.55
3.418,-2.35,0.13,-0.27,2.36
3.428,-1.07,-0.15,-0.51,1.19
3.438,0.30,-0.88,-0.53,1.07
3.448,0.84,0.11,0.81,1.17
3.459,0.65,-0.46,0.15,0.82
3.469,-0.36,-0.34,-0.14,0.51
3.479,-0.58,-0.04,-0.32,0.66
3.489,0.42,0.08,-0.17,0.46
3.499,1.10,0.70,1.04,1.67
3.509,1.51,0.69,-0.30,1.69
3.519,0.47,0.45,-0.53,0.83
3.529,-0.94,0.55,0.36,1.15
3.539,-2.20,0.02,-0.14,2.20
3.549,-2.22,-0.34,-0.81,2.39
3.559,-0.30,0.08,-0.34,0.46
3.569,0.72,-0.39,0.23,0.85
3.579,0.90,-0.48,0.25,1.05
3.590,0.50,-0.05,0.48,0.70
3.600,-0.46,-0.75,-0.62,1.07
3.610,-1.06,-0.13,-0.28,1.10
3.620,0.32,0.44,0.65,0.84
3.630,1.83,0.96,0.38,2.10
3.640,1.20,1.00,-0.45,1.63
3.650,0.26,0.59,-0.30,0.71
3.660,-0.71,0.22,0.04,0.75
3.670,-2.28,-0.59,0.30,2.38
3.680,-2.37,-0.79,-0.90,2.66
3.691,-0.22,0.16,-0.30,0.41
3.701,1.01,0.54,0.24,1.17
3.711,0.69,-0.51,-0.15,0.87
3.721,0.29,0.11,0.77,0.83
3.731,0.04,-0.05,-0.62,0.63
3.741,-0.66,-0.73,-0.27,1.02
3.751,-0.05,0.14,0.69,0.71
3.761,1.76,0.67,0.34,1.91
3.771,1.03,1.11,-0.29,1.54
3.781,-0.09,0.64,-0.34,0.73
3.791,-1.07,-0.06,-0.18,1.08
3.801,-1.96,-0.02,0.14,1.96
3.811,-1.58,-0.34,-0.45,1.68
3.822,-0.29,-0.52,-0.68,0.91
3.831,0.38,-0.05,0.68,0.78
3.842,0.95,-0.00,-0.25,0.98
3.852,0.30,-0.16,0.32,0.47
3.862,-0.31,-0.03,-0.35,0.46
3.872,-0.51,-0.59,-0.37,0.87
3.882,-0.29,-0.12,0.13,0.34
3.892,0.33,-0.59,0.28,0.73
3.902,0.18,-0.03,-0.19,0.27
3.912,0.32,0.15,0.22,0.41
3.922,-0.08,-0.00,-0.39,0.40
3.932,-1.44,0.23,-0.03,1.46
3.943,-2.00,1.00,-0.33,2.26
3.953,-1.09,-0.66,-1.47,1.94
3.963,-0.55,-0.56,0.28,0.84
3.973,0.60,-0.39,1.03,1.26
3.983,0.51,-1.44,-0.27,1.55
3.993,0.02,-0.09,-0.36,0.37
4.003,0.24,-0.29,0.21,0.43
4.013,2.06,1.34,1.54,2.90
4.023,3.00,2.35,-0.12,3.81
4.033,1.45,1.55,-1.03,2.36
4.043,-0.22,0.74,-0.32,0.84
4.053,-1.26,0.50,0.53,1.45
4.064,-1.39,-0.71,0.75,1.73
4.074,-1.41,-2.98,-1.34,3.55
4.084,1.04,-1.07,-0.04,1.50
4.094,1.64,-0.99,0.84,2.09
4.104,0.59,-1.79,-0.08,1.88
4.114,0.21,-0.84,0.57,1.04
4.124,0.84,-0.19,-0.40,0.95
4.134,-1.84,1.80,0.45,2.61
4.144,-3.74,3.78,0.41,5.34
4.154,-0.91,1.65,-3.12,3.65
4.164,0.18,2.20,-1.20,2.51
4.175,1.56,2.03,1.56,2.99
4.184,0.92,-0.30,1.03,1.41
4.195,-1.16,-0.85,0.06,1.44
4.205,-1.93,-2.21,-0.94,3.08
4.215,-0.40,-1.25,-0.95,1.62
4.225,0.42,-0.50,1.12,1.29
4.235,0.08,-1.03,0.18,1.05
4.245,0.13,-0.29,0.00,0.31
4.255,-0.22,0.53,-0.01,0.58
4.265,0.28,1.03,-0.43,1.15
4.275,1.27,1.29,0.19,1.81
4.285,0.98,0.98,0.06,1.39
4.295,0.18,0.16,-0.05,0.25
4.306,-0.96,0.23,-0.10,0.99
4.316,-2.51,-0.55,-0.12,2.57
4.326,-1.43,-0.69,-0.90,1.82
4.336,-0.39,-0.27,0.30,0.56
4.346,1.06,0.13,0.15,1.08
4.356,1.13,-0.35,0.14,1.19
4.366,-0.06,-0.07,-0.01,0.10
4.376,-0.55,-0.38,-0.42,0.79
4.386,-0.58,-0.75,-0.11,0.96
4.396,0.11,-0.02,0.59,0.60
4.406,1.55,0.61,0.68,1.81
4.417,1.25,0.74,-0.83,1.68
4.426,0.25,0.85,-0.01,0.89
4.437,-1.71,1.11,0.13,2.05
4.447,-2.68,0.45,-0.60,2.78
4.457,-0.58,0.11,-0.61,0.85
4.467,0.21,-0.34,0.02,0.40
4.477,0.70,-0.64,0.43,1.04
4.487,0.63,-0.90,0.06,1.10
4.497,-0.32,-0.52,0.10,0.62
4.507,-0.65,-0.78,-0.29,1.06
4.517,-0.34,-0.67,-0.20,0.78
4.527,0.66,0.56,0.74,1.14
4.538,1.77,1.06,0.40,2.10
4.548,0.98,1.24,-0.98,1.86
4.558,-0.22,1.12,0.20,1.15
4.568,-2.14,1.04,-0.16,2.39
4.578,-2.23,-0.20,-0.65,2.33
4.588,-0.24,-0.25,-0.41,0.54
4.598,0.63,-0.93,0.22,1.15
4.608,0.56,-1.11,0.61,1.38
4.618,0.21,-0.78,0.19,0.83
4.628,-0.61,-0.50,-0.59,0.99
4.638,-0.42,0.28,-0.22,0.55
4.648,0.06,0.21,0.10,0.24
4.659,0.88,0.58,0.49,1.16
4.668,1.66,1.43,0.40,2.22
4.679,0.41,0.64,-0.92,1.20
4.689,-0.90,0.46,0.04,1.01
4.699,-2.22,0.05,0.11,2.23
4.709,-1.81,-0.14,-0.82,1.99
4.719,0.04,-0.10,0.33,0.34
4.729,0.75,-0.40,-0.42,0.95
4.739,0.79,-0.73,0.26,1.11
4.749,0.11,-0.22,0.40,0.46
4.759,-0.94,-0.59,-0.13,1.11
4.769,-0.87,-0.25,-0.72,1.16
4.779,0.15,0.19,-0.12,0.28
4.790,1.39,1.95,0.37,2.43
4.800,1.63,4.45,-1.92,5.12
4.810,-0.15,3.00,-1.98,3.60
4.820,-0.49,5.21,-1.34,5.40
4.830,-1.07,4.05,-1.43,4.43
4.840,-0.10,2.28,-2.41,3.32
4.850,-3.91,-11.36,11.27,16.47
4.860,-1.08,0.83,-4.11,4.33
4.870,4.07,0.39,-1.53,4.37
4.880,-2.39,-7.06,8.67,11.44
4.890,0.33,0.51,-1.45,1.57
4.900,-0.05,-0.87,-3.71,3.81
4.910,-0.66,-1.20,-4.30,4.51
4.921,0.70,0.00,-0.35,0.78
4.931,1.56,-0.77,3.91,4.28
4.941,2.40,0.57,1.31,2.80
4.951,0.87,-0.38,0.62,1.13
4.961,-0.44,1.03,-0.57,1.26
4.971,-2.65,0.95,-2.10,3.52
4.981,-3.19,-0.47,-1.70,3.64
4.991,-0.24,0.95,0.83,1.28
5.001,0.50,-0.60,0.87,1.17
5.011,1.52,-0.47,0.50,1.67
5.022,1.16,-0.21,0.12,1.19
5.031,-0.59,-1.08,-1.06,1.63
5.042,-1.16,-0.68,-0.18,1.36
5.052,-0.86,-0.57,0.69,1.24
5.062,1.65,1.28,0.98,2.30
5.072,2.01,1.39,-0.29,2.46
5.082,0.66,0.72,-1.41,1.72
5.092,-0.40,1.39,0.62,1.57
5.102,-2.53,0.37,0.13,2.56
5.112,-2.56,-0.75,-0.89,2.81
5.122,-0.53,-0.57,-0.33,0.84
5.132,0.71,-0.59,0.07,0.93
5.143,1.32,-0.42,0.49,1.47
5.152,0.53,-0.49,0.54,0.90
5.163,-0.38,-0.24,-0.54,0.70
5.173,-1.03,-0.32,-0.38,1.14
5.183,-0.04,0.67,0.32,0.74
5.193,1.47,0.94,0.51,1.82
5.203,1.69,0.98,-0.60,2.04
5.213,0.68,0.76,0.24,1.05
5.223,-1.27,0.22,0.18,1.30
5.233,-2.65,-0.07,-0.52,2.70
5.243,-1.80,-0.45,-0.67,1.98
5.253,0.02,-0.33,-0.25,0.42
5.263,0.86,-0.24,0.47,1.01
5.274,1.08,-0.56,-0.00,1.22
5.284,0.46,0.07,0.60,0.76
5.294,-0.57,-0.04,-0.54,0.79
5.304,-1.29,-0.63,-0.52,1.53
5.314,-0.31,0.20,0.21,0.42
5.324,1.52,0.47,0.81,1.79
5.334,1.60,0.84,-0.00,1.81
5.344,0.52,0.58,-0.73,1.07
5.354,-0.69,0.22,0.23,0.76
5.364,-2.29,0.27,-0.03,2.31
5.374,-2.44,-0.53,-0.65,2.58
5.384,0.00,-0.20,-0.50,0.54
5.395,0.82,-0.13,0.41,0.93
5.405,0.87,-0.55,0.09,1.03
5.415,0.34,-0.27,0.30,0.53
5.425,-0.31,-0.12,-0.19,0.38
5.435,-0.57,-0.37,-0.44,0.81
5.445,0.04,0.01,0.36,0.36
5.455,1.53,0.78,0.66,1.84
5.465,1.20,0.65,-0.51,1.46
5.475,0.12,0.95,-0.11,0.96
5.485,-0.93,0.39,0.00,1.01
5.495,-2.42,0.00,-0.29,2.44
5.505,-1.75,0.02,-0.45,1.81
5.516,-0.04,-0.83,-0.59,1.03
5.526,0.93,-0.01,0.70,1.16
5.536,0.83,-0.58,0.10,1.02
5.546,-0.21,-0.65,0.10,0.69
5.556,-0.64,0.14,-0.09,0.66
5.566,-0.23,-0.30,-0.61,0.71
5.576,0.80,0.72,0.84,1.37
5.586,1.82,0.91,0.30,2.06
5.596,0.87,0.34,-0.90,1.30
5.606,-0.14,0.70,0.46,0.85
5.616,-1.87,-0.13,-0.12,1.88
5.627,-3.06,-0.34,-0.45,3.12
5.637,-0.56,0.36,-0.54,0.86
5.646,0.44,-0.48,-0.25,0.70
5.657,1.00,0.11,0.32,1.06
5.667,1.08,-0.67,0.52,1.37
5.677,-0.34,-0.25,-0.05,0.42
5.687,-1.19,-0.38,-0.25,1.28
5.697,-0.42,-0.33,-0.25,0.59
5.707,1.17,1.18,0.69,1.80
5.717,1.81,0.93,0.09,2.04
5.727,0.73,0.59,-0.84,1.26
5.737,-0.40,0.83,0.59,1.10
5.747,-2.27,-0.53,-0.28,2.35
5.758,-2.43,-0.44,-0.65,2.55
5.768,-0.82,-0.15,-0.13,0.84
5.778,0.82,-0.04,-0.28,0.87
5.788,1.12,-0.01,0.57,1.26
5.798,0.76,0.05,0.08,0.76
5.808,-0.31,-0.25,-0.36,0.54
5.818,-1.24,-0.61,-0.17,1.40
5.828,-0.62,-0.44,0.03,0.77
5.838,1.18,0.29,0.96,1.54
5.848,2.46,1.74,-0.02,3.02
5.859,1.09,0.73,-0.61,1.45
5.868,-0.71,0.31,-0.09,0.78
5.879,-2.35,-0.09,-0.08,2.35
5.889,-2.63,-0.23,-0.34,2.67
5.899,-0.49,-0.24,-0.40,0.67
5.909,0.55,-0.09,0.12,0.56
5.919,1.28,-0.03,-0.09,1.28
5.929,1.19,0.15,0.55,1.33
5.939,-0.57,-0.36,-0.28,0.73
5.949,-1.38,-1.21,-0.51,1.91
5.959,-0.56,-0.12,0.13,0.59
5.969,0.79,-0.18,0.79,1.13
5.979,1.75,1.22,0.46,2.18
5.990,1.12,0.92,-0.92,1.71
6.000,-0.18,0.82,-0.21,0.87
6.010,-1.67,0.16,0.07,1.68
6.020,-2.83,-0.80,-0.26,2.95
6.030,-0.84,0.02,-0.50,0.98
6.040,0.50,-0.34,0.23,0.64
6.050,0.79,-0.40,-0.13,0.90
6.060,0.62,-0.20,0.45,0.79
6.070,0.06,0.18,-0.22,0.29
6.080,-0.76,-0.57,-0.31,1.00
6.090,-0.32,-0.46,-0.06,0.57
6.100,1.09,0.20,0.83,1.39
6.110,1.74,0.96,0.12,1.99
6.121,0.25,0.53,-0.57,0.81
6.131,-0.55,0.78,-0.03,0.96
6.141,-2.04,0.79,-0.07,2.19
6.151,-2.16,-0.13,-0.59,2.24
6.161,-0.14,-0.19,-0.62,0.67
6.171,0.37,-0.20,0.72,0.83
6.181,1.02,-0.55,-0.02,1.15
6.191,0.43,-0.25,0.28,0.57
6.201,-0.83,-0.27,-0.16,0.88
6.211,-0.39,-0.64,-0.72,1.04
6.222,-0.06,0.26,0.52,0.59
6.231,1.26,0.54,0.60,1.49
6.242,1.82,0.57,-0.33,1.93
6.252,0.51,0.72,-0.32,0.94
6.262,-1.18,0.22,0.27,1.23
6.272,-2.89,0.04,-0.41,2.92
6.282,-1.72,0.63,-0.55,1.91
6.292,0.11,-0.00,-0.28,0.30
6.302,0.85,-0.28,0.14,0.91
6.312,1.34,-0.22,0.35,1.40
6.322,0.28,-0.73,0.15,0.80
6.332,-1.32,-0.72,-0.10,1.51
6.342,-0.93,-0.78,-0.39,1.27
6.352,0.05,-0.04,-0.12,0.14
6.363,1.56,1.34,1.23,2.40
6.373,2.00,0.90,-0.29,2.22
6.383,0.48,0.63,-0.91,1.20
6.393,-1.29,0.61,0.42,1.48
6.403,-2.98,0.01,-0.35,3.00
6.413,-1.91,-0.02,-0.46,1.96
6.423,-0.10,-0.30,-0.30,0.43
6.433,1.43,0.15,0.25,1.46
6.443,1.35,-0.31,0.18,1.40
6.453,0.06,-0.67,0.20,0.70
6.463,-0.98,-0.73,-0.39,1.28
6.474,-1.09,-0.88,-0.16,1.41
6.484,-0.34,-0.04,0.01,0.34
6.494,1.36,0.34,0.77,1.60
6.504,2.71,1.55,0.37,3.15
6.514,0.84,0.96,-0.99,1.62
