time,ax,ay,az,atotal
2.431,0.30,0.22,-0.21,0.43
2.441,-0.12,0.09,-0.04,0.16
2.451,-0.34,-0.14,-0.00,0.37
2.461,-0.52,-0.02,0.29,0.59
2.471,-0.38,0.30,0.06,0.48
2.481,-0.19,0.37,-0.09,0.43
2.491,0.10,-0.25,-0.04,0.27
2.501,-0.00,-0.36,-0.32,0.48
2.511,0.10,-0.28,0.03,0.30
2.521,0.03,-0.06,-0.11,0.13
2.531,0.01,-0.11,-0.16,0.19
2.542,0.30,0.11,-0.02,0.32
2.552,0.48,0.25,0.22,0.58
2.562,0.31,0.11,-0.38,0.51
2.572,-0.11,0.03,0.03,0.12
2.582,-0.31,0.01,0.02,0.31
2.592,-0.43,-0.00,0.37,0.57
2.602,-0.39,0.21,-0.10,0.46
2.612,-0.31,0.42,-0.04,0.53
2.622,0.07,-0.08,0.06,0.12
2.632,0.05,-0.55,-0.34,0.64
2.642,-0.02,-0.33,-0.02,0.33
2.653,0.20,0.02,-0.11,0.22
2.663,0.08,0.06,-0.08,0.12
2.673,0.33,-0.02,0.05,0.33
2.683,0.45,0.22,0.08,0.51
2.693,0.04,0.24,-0.23,0.33
2.703,0.16,0.04,-0.09,0.18
2.713,-0.40,-0.00,0.11,0.42
2.723,-0.40,-0.24,0.18,0.50
2.733,-0.49,0.25,0.09,0.56
2.743,-0.14,0.42,-0.03,0.45
2.753,-0.01,0.07,-0.18,0.20
2.763,0.11,-0.53,-0.14,0.56
2.774,0.04,-0.48,-0.04,0.48
2.784,0.10,-0.16,-0.22,0.29
2.794,0.10,0.17,-0.08,0.22
2.804,0.34,0.16,0.22,0.44
2.814,0.42,0.08,-0.11,0.45
2.824,0.22,0.16,-0.17,0.32
2.834,-0.07,0.10,-0.13,0.18
2.844,-0.28,-0.11,0.24,0.39
2.854,-0.31,-0.12,0.09,0.35
2.864,-0.92,0.40,0.16,1.02
2.874,0.05,0.20,-0.02,0.21
2.884,-0.10,-0.06,-0.32,0.34
2.894,0.12,-0.34,-0.17,0.40
2.905,0.18,-0.41,0.03,0.45
2.915,0.10,-0.15,-0.25,0.30
2.925,0.26,0.08,-0.05,0.28
2.935,0.35,0.35,0.15,0.52
2.945,0.41,0.09,-0.08,0.42
2.955,0.00,0.08,-0.10,0.13
2.965,-0.15,-0.03,-0.14,0.21
2.975,-0.44,0.00,0.21,0.49
2.985,-0.39,0.06,0.31,0.50
2.995,-0.38,0.32,-0.09,0.51
3.005,-0.15,0.16,-0.08,0.23
3.016,0.00,-0.16,-0.14,0.21
3.026,0.14,-0.38,-0.17,0.44
3.036,0.12,-0.41,-0.07,0.43
3.046,0.01,-0.14,-0.13,0.19
3.056,0.30,0.16,-0.03,0.34
3.066,0.34,0.34,0.30,0.56
3.076,0.31,0.09,-0.30,0.44
3.086,0.10,0.01,-0.12,0.16
3.096,-0.18,-0.06,0.10,0.22
3.106,-0.34,-0.00,-0.05,0.34
3.116,-0.42,0.19,0.31,0.56
3.127,-0.39,0.25,0.09,0.47
3.136,-0.14,0.03,-0.36,0.38
3.146,-0.01,-0.24,0.09,0.26
3.157,0.07,-0.12,-0.25,0.29
3.167,0.13,-0.36,-0.06,0.39
3.177,0.15,-0.25,-0.17,0.34
3.187,0.35,0.02,0.07,0.35
3.197,0.49,0.37,0.09,0.62
3.207,0.20,0.22,-0.13,0.33
3.217,-0.12,0.05,-0.19,0.23
3.227,-0.42,-0.04,0.05,0.42
3.237,-0.34,0.22,0.11,0.42
3.247,-0.37,0.35,0.40,0.65
3.257,-0.35,0.13,-0.21,0.43
3.268,-0.16,-0.15,-0.40,0.46
3.278,0.39,-0.56,0.22,0.72
3.288,0.03,-0.11,-0.32,0.34
3.298,0.04,-0.12,-0.11,0.17
3.308,0.09,-0.19,0.00,0.21
3.318,0.26,0.07,-0.01,0.27
3.328,0.45,0.36,0.07,0.58
3.338,0.31,0.25,-0.14,0.43
3.348,-0.10,-0.05,-0.13,0.17
3.358,-0.39,-0.11,0.03,0.40
3.368,-0.37,0.01,0.32,0.49
3.379,-0.56,0.59,-0.05,0.81
3.389,-0.15,0.20,-0.00,0.25
3.399,0.05,-0.29,-0.29,0.41
3.409,0.02,-0.47,-0.04,0.48
3.419,0.08,-0.20,-0.13,0.26
3.429,-0.01,-0.05,-0.15,0.16
3.439,0.27,-0.14,-0.14,0.33
3.449,0.30,0.10,0.19,0.37
3.459,0.38,0.28,-0.07,0.48
3.469,0.22,0.32,-0.14,0.41
3.479,-0.13,0.03,-0.01,0.13
3.489,-0.44,-0.11,0.11,0.47
3.499,-0.50,0.12,0.24,0.57
3.510,-0.39,0.51,-0.18,0.67
3.520,-0.17,0.23,0.14,0.32
3.530,0.20,-0.46,-0.28,0.58
3.540,0.01,-0.49,-0.20,0.53
3.550,0.10,-0.22,-0.07,0.25
3.560,-0.00,0.02,0.01,0.02
3.570,0.12,-0.03,-0.14,0.19
3.580,0.45,0.09,0.12,0.47
3.590,0.41,0.23,0.06,0.48
3.600,0.13,0.29,-0.29,0.43
3.611,-0.18,0.03,0.05,0.19
3.621,-0.42,-0.02,0.25,0.49
3.631,-0.49,0.16,0.23,0.56
3.641,-0.37,0.35,-0.23,0.56
3.651,-0.12,0.23,-0.06,0.27
3.661,0.15,-0.33,0.02,0.36
3.671,0.06,-0.54,-0.31,0.63
3.681,0.13,-0.34,-0.13,0.39
3.691,0.08,-0.01,0.12,0.15
3.701,0.16,0.14,-0.32,0.38
3.711,0.34,0.06,0.48,0.59
3.721,0.34,0.25,-0.39,0.58
3.731,0.09,0.19,-0.07,0.22
3.742,-0.13,0.05,0.09,0.16
3.752,-0.45,-0.19,0.19,0.53
3.762,-0.45,0.19,-0.01,0.49
3.772,-0.27,0.38,0.13,0.48
3.782,-0.06,0.17,-0.14,0.23
3.792,-0.01,-0.29,-0.19,0.35
3.802,0.17,-0.57,-0.15,0.61
3.812,0.06,-0.35,-0.13,0.37
3.822,0.00,0.05,-0.15,0.16
3.832,0.25,0.21,0.07,0.33
3.843,0.40,0.11,0.17,0.45
3.853,0.33,0.15,-0.33,0.49
3.863,0.08,0.14,-0.07,0.17
3.873,-0.15,0.05,0.02,0.16
3.883,-0.46,-0.13,0.29,0.56
3.893,-0.48,0.10,-0.00,0.49
3.903,-0.33,0.40,-0.08,0.53
3.913,-0.01,0.16,0.01,0.16
3.923,-0.02,-0.20,-0.17,0.26
3.933,0.11,-0.56,-0.16,0.60
3.943,0.06,-0.33,-0.13,0.36
3.953,0.28,-0.10,-0.13,0.32
3.963,0.23,0.28,0.05,0.37
3.973,0.33,0.32,0.11,0.47
3.984,0.25,0.17,-0.23,0.38
3.994,-0.03,0.02,-0.15,0.16
4.004,-0.24,-0.09,0.06,0.26
4.014,-0.39,-0.05,0.19,0.44
4.024,-0.34,0.06,0.25,0.42
4.034,-0.29,0.42,-0.22,0.56
4.044,-0.06,0.14,0.04,0.15
4.054,0.02,-0.15,-0.21,0.25
4.064,-0.03,-0.44,-0.08,0.45
4.074,0.06,-0.34,-0.15,0.38
4.085,0.17,-0.10,-0.07,0.21
4.095,0.32,0.34,0.06,0.47
4.105,0.39,0.39,0.02,0.56
4.115,0.31,-0.01,-0.10,0.32
4.125,-0.10,-0.05,-0.23,0.25
4.135,-0.25,-0.12,-0.01,0.28
4.145,-0.34,-0.01,0.32,0.47
4.155,-0.40,0.22,0.12,0.48
4.165,-0.27,0.26,-0.10,0.39
4.175,-0.12,0.09,-0.12,0.19
4.185,-0.00,-0.14,-0.10,0.17
4.195,0.05,-0.26,-0.07,0.28
4.206,0.21,-0.46,-0.05,0.51
4.216,0.06,-0.17,-0.26,0.32
4.226,0.33,0.21,0.17,0.42
4.236,0.37,0.40,0.10,0.55
4.246,0.24,0.21,-0.29,0.44
4.256,-0.06,-0.20,0.06,0.21
4.266,-0.34,-0.12,-0.15,0.39
4.276,-0.36,0.03,0.24,0.43
4.286,-0.29,0.29,0.27,0.49
4.296,-0.25,0.29,-0.14,0.40
4.306,-0.03,0.02,-0.20,0.21
4.316,0.03,-0.22,-0.01,0.22
4.327,0.00,-0.24,-0.23,0.33
4.337,0.02,-0.21,-0.13,0.25
4.347,0.12,-0.21,0.04,0.25
4.357,0.22,0.09,-0.13,0.27
4.367,0.44,0.37,0.18,0.60
4.377,0.34,0.29,-0.20,0.49
4.387,-0.07,-0.14,-0.11,0.20
4.397,-0.24,-0.27,-0.02,0.36
4.407,-0.38,-0.08,0.11,0.40
4.417,-0.32,0.36,0.26,0.55
4.427,-0.39,0.51,-0.00,0.65
