time,ax,ay,az,atotal
2.542,0.26,-0.24,-0.09,0.36
2.552,0.11,-0.30,-0.23,0.39
2.562,0.15,-0.36,-0.02,0.39
2.572,-0.01,-0.12,-0.17,0.21
2.582,0.23,0.20,0.04,0.30
2.592,0.48,0.44,0.13,0.66
2.602,0.45,0.24,-0.15,0.53
2.612,0.15,0.10,-0.24,0.30
2.622,-0.25,-0.06,0.20,0.33
2.632,-0.24,0.04,-0.04,0.25
2.642,-0.61,0.20,0.39,0.75
2.652,-0.12,0.37,-0.23,0.45
2.663,-0.07,0.05,-0.23,0.25
2.673,0.30,-0.32,0.03,0.44
2.683,0.16,-0.19,-0.30,0.39
2.693,0.14,-0.39,-0.06,0.42
2.703,0.13,-0.16,-0.16,0.26
2.713,0.34,0.20,0.03,0.40
2.723,0.32,0.38,0.24,0.56
2.733,0.30,0.28,-0.35,0.54
2.743,0.01,0.06,-0.05,0.08
2.753,-0.28,-0.01,-0.00,0.28
2.763,-0.25,-0.05,0.44,0.51
2.773,-0.55,0.48,-0.17,0.75
2.784,-0.04,0.24,0.04,0.25
2.794,-0.01,-0.19,-0.25,0.31
2.804,0.38,-0.48,-0.11,0.62
2.814,0.06,-0.17,-0.10,0.20
2.824,0.09,-0.14,-0.19,0.25
2.834,0.11,-0.07,-0.01,0.13
2.844,0.28,0.18,0.06,0.34
2.854,0.41,0.44,-0.07,0.60
2.864,0.45,0.27,-0.10,0.53
2.874,-0.06,0.04,-0.04,0.08
2.884,-0.36,-0.12,-0.01,0.38
2.895,-0.35,0.03,0.38,0.52
2.905,-0.50,0.62,-0.12,0.81
2.915,-0.01,0.15,-0.01,0.15
2.925,0.03,-0.25,-0.42,0.48
2.935,0.24,-0.45,0.01,0.51
2.945,0.19,-0.21,-0.13,0.31
2.955,0.12,-0.09,-0.20,0.25
2.965,0.18,-0.07,-0.07,0.20
2.975,0.27,0.15,0.10,0.33
2.985,0.44,0.35,-0.01,0.56
2.995,0.22,0.33,-0.15,0.42
3.005,-0.16,0.08,-0.10,0.20
3.016,-0.27,-0.10,0.27,0.40
3.026,-0.46,0.14,0.14,0.50
3.036,-0.34,0.56,-0.17,0.68
3.046,0.07,0.14,0.07,0.17
3.056,0.26,-0.44,-0.17,0.54
3.066,0.08,-0.47,-0.29,0.56
3.076,0.17,-0.27,-0.08,0.33
3.086,0.01,0.08,0.01,0.08
3.096,0.13,0.05,-0.16,0.21
3.106,0.23,0.18,0.09,0.31
3.116,0.52,0.28,-0.07,0.59
3.126,0.26,0.34,-0.17,0.46
3.137,-0.17,0.06,0.02,0.18
3.147,-0.41,-0.13,0.21,0.48
3.157,-0.42,0.13,0.07,0.44
3.167,-0.35,0.51,-0.11,0.63
3.177,0.07,0.21,-0.05,0.23
3.187,0.22,-0.32,-0.19,0.44
3.197,0.08,-0.41,-0.23,0.48
3.207,0.26,-0.29,-0.08,0.40
3.217,0.05,0.01,0.01,0.05
3.228,0.19,0.08,-0.22,0.30
3.237,0.38,0.18,0.19,0.46
3.247,0.36,0.26,0.01,0.44
3.257,0.10,0.26,-0.36,0.46
3.268,-0.20,-0.01,0.13,0.24
3.278,-0.29,-0.15,0.34,0.47
3.288,-0.35,0.20,-0.03,0.41
3.298,-0.23,0.41,-0.06,0.47
3.308,0.04,0.17,-0.05,0.18
3.318,0.22,-0.34,-0.13,0.43
3.328,0.05,-0.43,-0.25,0.50
3.338,0.13,-0.33,-0.04,0.36
3.348,0.07,0.03,-0.13,0.15
3.358,0.26,0.20,0.02,0.33
3.368,0.44,0.15,0.17,0.49
3.378,0.41,0.24,-0.27,0.54
3.389,-0.00,0.20,-0.16,0.26
3.399,-0.10,0.03,0.03,0.11
3.409,-0.44,-0.16,0.37,0.59
3.419,-0.32,0.14,-0.17,0.39
3.429,-0.26,0.42,0.06,0.50
3.439,0.01,0.27,-0.01,0.27
3.449,0.15,-0.16,-0.36,0.43
3.459,0.20,-0.51,0.04,0.55
3.469,0.18,-0.30,-0.22,0.41
3.479,0.20,-0.01,-0.03,0.20
3.490,0.21,0.33,0.01,0.40
3.500,0.38,0.21,0.10,0.45
3.510,0.33,0.16,-0.27,0.46
3.520,-0.09,0.01,-0.05,0.10
3.530,-0.18,0.01,-0.06,0.19
3.540,-0.32,-0.05,0.33,0.47
3.550,-0.24,0.11,0.10,0.28
3.560,-0.16,0.46,-0.20,0.53
3.570,0.07,0.15,0.08,0.19
