time,ax,ay,az,atotal
1.987,-0.19,0.27,-0.00,0.33
1.997,-0.08,-0.25,0.14,0.30
2.007,-0.35,-0.14,0.14,0.40
2.017,-0.58,0.44,0.05,0.73
2.027,-0.12,0.41,-0.12,0.44
2.037,0.07,-0.13,-0.13,0.20
2.047,0.32,-0.67,0.00,0.74
2.057,0.12,-0.47,-0.26,0.55
2.067,-0.01,-0.09,-0.05,0.11
2.078,0.22,0.21,-0.07,0.31
2.088,0.36,0.23,0.18,0.47
2.098,0.52,0.26,-0.20,0.61
2.108,0.20,0.25,-0.13,0.34
2.118,-0.16,0.00,0.04,0.17
2.128,-0.22,-0.30,0.05,0.38
2.138,-0.42,-0.23,0.17,0.50
2.148,-0.58,0.49,0.03,0.76
2.158,-0.10,0.49,-0.01,0.50
2.168,0.20,-0.02,-0.18,0.26
2.179,0.20,-0.66,0.13,0.70
2.189,0.11,-0.51,-0.48,0.71
2.199,0.22,-0.13,0.04,0.25
2.209,0.30,0.25,0.10,0.41
2.219,0.20,0.39,-0.06,0.44
2.229,0.38,0.12,-0.08,0.41
2.239,0.11,0.05,-0.13,0.18
2.249,-0.22,0.04,-0.20,0.30
2.259,-0.06,-0.15,0.21,0.26
2.269,-0.32,-0.06,0.24,0.40
2.279,-0.47,0.51,-0.12,0.70
2.289,-0.10,0.29,0.02,0.30
2.299,0.12,-0.17,-0.15,0.26
2.310,0.07,-0.53,-0.22,0.58
2.320,0.19,-0.47,-0.05,0.51
2.330,0.19,-0.16,-0.05,0.25
2.340,0.24,0.26,0.04,0.36
2.350,0.39,0.45,0.09,0.60
2.360,0.38,0.13,-0.03,0.40
2.370,0.00,0.04,-0.37,0.37
2.380,-0.18,-0.15,0.13,0.26
2.390,-0.27,-0.04,0.05,0.28
2.400,-0.26,0.15,0.29,0.42
2.410,-0.26,0.29,-0.00,0.39
2.420,-0.23,0.28,-0.35,0.50
2.431,0.18,-0.11,0.07,0.22
2.441,0.08,-0.35,-0.20,0.41
2.451,0.23,-0.55,-0.16,0.62
2.461,0.12,-0.26,-0.10,0.30
2.471,0.18,0.18,0.01,0.25
2.481,0.39,0.45,0.13,0.61
2.491,0.42,0.42,-0.20,0.63
2.501,0.02,-0.05,0.07,0.09
2.511,-0.10,-0.16,-0.25,0.31
2.521,-0.40,-0.13,0.17,0.46
2.531,-0.29,0.29,0.31,0.51
2.542,-0.27,0.27,0.11,0.40
2.552,-0.03,0.05,-0.29,0.29
2.562,0.05,-0.18,-0.01,0.19
2.572,0.17,-0.25,-0.10,0.32
2.582,0.11,-0.28,-0.14,0.33
2.592,0.15,-0.27,-0.10,0.32
2.602,0.14,0.01,-0.11,0.18
2.612,0.41,0.34,0.21,0.57
2.622,0.44,0.41,-0.20,0.63
2.632,0.21,-0.03,-0.06,0.22
2.642,-0.22,-0.21,-0.18,0.36
2.652,-0.39,-0.12,0.14,0.43
2.663,-0.35,0.26,0.50,0.66
2.672,-0.33,0.63,-0.26,0.75
2.683,-0.01,-0.02,0.11,0.11
2.693,0.03,-0.37,-0.27,0.46
2.703,0.07,-0.40,-0.12,0.42
2.713,0.22,-0.18,-0.10,0.30
2.723,0.22,-0.18,-0.01,0.29
2.733,0.26,-0.00,-0.16,0.31
2.743,0.28,0.23,0.18,0.41
2.753,0.52,0.33,-0.16,0.64
2.763,0.00,0.18,-0.07,0.19
2.773,-0.18,-0.14,-0.16,0.28
2.784,-0.41,-0.22,0.19,0.50
2.794,-0.33,0.10,0.27,0.44
2.804,-0.27,0.57,-0.10,0.64
2.814,-0.02,0.21,0.02,0.21
2.824,0.08,-0.30,-0.21,0.37
2.834,0.14,-0.47,-0.15,0.51
2.844,0.14,-0.25,-0.02,0.29
2.854,0.08,-0.00,-0.15,0.17
2.864,0.24,-0.08,0.06,0.26
2.874,0.32,0.14,0.07,0.36
2.884,0.45,0.25,-0.17,0.54
2.894,0.20,0.16,-0.11,0.28
2.905,-0.20,-0.02,-0.04,0.20
2.915,-0.38,-0.20,0.15,0.46
2.925,-0.43,0.12,0.22,0.50
2.935,-0.32,0.57,-0.11,0.66
2.945,-0.03,0.32,-0.07,0.33
2.955,0.11,-0.38,-0.08,0.40
2.965,0.08,-0.49,-0.33,0.60
2.975,0.22,-0.29,-0.00,0.37
2.985,0.19,0.04,-0.12,0.23
2.995,0.18,0.00,-0.15,0.23
3.005,0.38,0.05,0.20,0.43
3.015,0.32,0.20,-0.04,0.38
3.026,0.18,0.13,-0.29,0.36
3.036,-0.23,0.01,0.19,0.30
3.046,-0.38,-0.20,0.14,0.45
3.056,-0.16,0.10,-0.34,0.39
3.066,-0.70,0.40,1.15,1.41
3.076,0.29,0.35,-0.94,1.04
3.086,-0.25,-0.28,0.04,0.38
3.096,0.45,-0.57,0.02,0.72
3.106,0.03,-0.23,-0.25,0.35
3.116,0.13,-0.05,-0.06,0.15
3.127,0.24,0.12,-0.15,0.31
3.136,0.37,0.00,0.39,0.54
3.147,0.40,0.14,-0.35,0.55
3.157,0.02,0.08,-0.02,0.09
3.167,-0.09,0.04,-0.16,0.19
3.177,-0.36,-0.07,0.28,0.46
3.187,-0.39,0.10,0.33,0.51
3.197,-0.39,0.41,-0.19,0.60
3.207,-0.14,0.14,-0.13,0.23
3.217,0.17,-0.11,-0.11,0.23
3.227,0.21,-0.46,-0.05,0.51
3.237,0.20,-0.37,-0.27,0.50
3.247,0.16,-0.09,0.05,0.19
3.257,0.30,0.21,-0.08,0.38
3.268,0.39,0.21,0.13,0.46
3.278,0.31,0.14,-0.14,0.36
3.288,0.07,0.02,-0.17,0.18
3.298,-0.30,-0.03,-0.01,0.30
3.308,-0.38,0.06,0.31,0.49
3.318,-0.44,0.05,0.30,0.53
3.328,-0.11,0.35,-0.43,0.57
3.338,-0.06,0.12,0.18,0.23
3.348,0.20,-0.16,-0.14,0.30
3.358,0.07,-0.44,-0.24,0.50
3.368,0.07,-0.29,-0.08,0.31
3.379,0.18,-0.02,-0.04,0.18
3.389,0.41,0.20,0.04,0.46
3.399,0.47,0.28,0.01,0.55
3.409,0.36,-0.03,-0.22,0.42
3.419,-0.11,-0.07,-0.04,0.14
3.429,-0.28,-0.15,0.25,0.40
3.439,-0.36,0.17,-0.07,0.40
3.449,-0.43,0.28,0.34,0.61
3.459,-0.30,0.34,-0.28,0.53
3.469,0.03,-0.01,-0.09,0.10
3.479,0.37,-0.31,0.06,0.49
3.489,-0.15,-0.25,-0.52,0.60
3.500,0.35,-0.45,0.09,0.58
3.510,0.15,-0.09,-0.03,0.18
3.520,0.28,0.35,-0.10,0.46
3.530,0.46,0.27,0.26,0.59
3.540,0.30,0.03,-0.33,0.45
3.550,-0.19,-0.03,-0.11,0.22
3.560,-0.31,-0.13,0.26,0.43
3.570,-0.40,0.24,0.18,0.50
3.580,-0.32,0.42,0.15,0.54
3.590,-0.08,0.05,-0.30,0.31
3.600,0.06,-0.33,-0.09,0.35
3.610,0.17,-0.29,-0.04,0.34
3.621,0.06,-0.10,-0.22,0.25
3.631,0.13,-0.26,-0.07,0.30
3.641,0.23,-0.05,-0.16,0.29
3.651,0.38,0.25,0.24,0.51
3.661,0.49,0.36,-0.08,0.61
3.671,0.22,0.05,-0.23,0.32
3.681,-0.20,-0.13,-0.02,0.24
3.691,-0.41,-0.11,0.23,0.48
3.701,-0.42,0.16,0.28,0.52
3.711,-0.45,0.57,-0.15,0.74
3.721,0.08,0.04,0.02,0.10
3.732,0.05,-0.32,-0.24,0.40
3.742,0.21,-0.40,-0.11,0.47
3.752,0.09,-0.08,-0.11,0.16
3.762,0.25,-0.13,0.00,0.29
3.772,0.16,-0.09,-0.15,0.23
3.782,0.43,0.11,0.09,0.45
3.792,0.39,0.38,-0.16,0.56
3.802,0.09,0.10,0.04,0.14
3.812,-0.26,-0.13,-0.21,0.36
3.822,-0.44,-0.05,0.22,0.50
3.832,-0.31,0.25,0.25,0.46
3.843,-0.31,0.51,-0.17,0.62
3.853,0.03,-0.09,-0.10,0.14
3.863,0.18,-0.45,-0.20,0.52
3.873,0.15,-0.44,-0.09,0.48
3.883,0.08,-0.11,-0.15,0.20
3.893,0.05,0.03,-0.06,0.08
3.903,0.33,0.06,-0.04,0.34
3.913,0.40,0.18,0.21,0.49
3.923,0.48,0.26,-0.36,0.65
3.933,-0.02,0.21,0.09,0.23
3.943,-0.21,-0.15,-0.10,0.28
3.953,-0.40,-0.15,0.32,0.54
3.963,-0.54,0.30,0.12,0.63
3.974,-0.19,0.43,-0.22,0.52
3.984,0.00,-0.02,0.01,0.02
3.994,0.21,-0.46,-0.16,0.53
4.004,0.13,-0.53,-0.16,0.57
4.014,0.12,-0.12,-0.10,0.20
4.024,0.13,0.13,-0.06,0.19
4.034,0.33,0.03,0.08,0.34
4.044,0.33,0.21,0.05,0.39
4.054,0.38,0.28,-0.22,0.52
4.064,0.04,0.21,-0.03,0.21
4.074,-0.33,-0.17,0.03,0.38
4.085,-0.32,-0.27,0.14,0.44
4.095,-0.39,0.21,0.15,0.46
4.105,-0.27,0.47,-0.16,0.57
4.115,0.10,0.13,-0.09,0.19
4.125,0.20,-0.49,-0.01,0.53
4.135,0.03,-0.53,-0.41,0.67
4.145,0.13,-0.27,-0.02,0.30
4.155,0.15,0.14,-0.01,0.21
4.165,0.30,0.24,-0.01,0.38
4.175,0.49,0.13,0.05,0.51
4.185,0.39,0.22,-0.16,0.48
4.195,-0.00,0.10,-0.09,0.14
4.205,-0.38,-0.08,0.07,0.39
4.216,-0.37,-0.22,0.25,0.50
4.226,-0.46,0.18,0.02,0.50
4.236,-0.22,0.44,-0.11,0.51
4.246,0.07,0.03,0.11,0.14
4.256,0.10,-0.37,-0.32,0.50
4.266,0.18,-0.53,-0.18,0.58
4.276,0.16,-0.25,-0.00,0.30
4.286,0.26,0.10,-0.14,0.31
4.296,0.24,0.35,0.18,0.46
4.306,0.55,0.19,-0.06,0.59
4.316,0.09,0.12,-0.22,0.27
4.327,-0.07,-0.02,-0.08,0.11
4.337,-0.23,-0.08,0.01,0.24
4.347,-0.31,-0.11,0.46,0.56
4.357,-0.37,0.25,-0.05,0.45
4.367,-0.30,0.41,-0.21,0.55
4.377,0.16,0.02,0.05,0.17
4.387,0.14,-0.31,-0.17,0.38
4.397,0.12,-0.53,-0.20,0.58
4.407,0.11,-0.29,-0.02,0.31
